the_geom,Location or Partner,Borough,On Street,From Street,To Street,Type,Open Date,Start Time,End Time,Day Of Week,SegmentID,NHoodName,Length In Miles,Shape Length,Monday_Start,Monday_End,Tuesday_Start,Tuesday_End,Wednesday_Start,Wednesday_End,Thursday_Start,Thursday_End,Friday_Start,Friday_End,Saturday_Start,Saturday_End,Sunday_Start,Sunday_End
"MULTILINESTRING ((-74.01325396357237 40.705870513886126, -74.01250774035292 40.70676706566349))",Financial District,Manhattan,Broadway,Barclay St,Morris St,Protected Bike Lane,05/14/2020 12:00:00 AM,"12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM","12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM",ALL,23060,Financial District,0.0732294087293,386.651278083,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM
"MULTILINESTRING ((-74.01049611021205 40.70380470060311, -74.00945463878564 40.70452785693081))",Alliance for Downtown NY,Manhattan,Pearl St,Broad St,Wall St,Full Block - Partner,05/23/2020 12:00:00 AM,"11:00AM,11:00AM,11:00AM,11:00AM,11:00AM,11:00AM,11:00AM","3:00PM,3:00PM,3:00PM,3:00PM,3:00PM,3:00PM,3:00PM",ALL,23138,Financial District,0.0740330764061,390.894643435,11:00AM,3:00PM,11:00AM,3:00PM,11:00AM,3:00PM,11:00AM,3:00PM,11:00AM,3:00PM,11:00AM,3:00PM,11:00AM,3:00PM
"MULTILINESTRING ((-73.99861225612476 40.73221543037119, -73.99827747025708 40.732611910593334))",Village Alliance,Manhattan,MacDougal St,W 8th St,W 4th St,Full Block - Partner,05/23/2020 12:00:00 AM,"NA,NA,NA,NA,NA,NA,8:30AM","NA,NA,NA,NA,NA,NA,1:30PM",U,32436,Greenwich Village,0.0325155941344,171.682337042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8:30AM,1:30PM
"MULTILINESTRING ((-73.99861225612476 40.73221543037119, -73.99910850782139 40.73162681822557))",Village Alliance,Manhattan,MacDougal St,W 8th St,W 4th St,Full Block - Partner,05/23/2020 12:00:00 AM,"NA,NA,NA,NA,NA,NA,8:30AM","NA,NA,NA,NA,NA,NA,1:30PM",U,32434,Greenwich Village,0.0482507428051,254.763922003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8:30AM,1:30PM
"MULTILINESTRING ((-73.99861225612476 40.73221543037119, -73.99910850782139 40.73162681822557))",Village Alliance,Manhattan,MacDougal St,W 8th St,W 4th St,Full Block - Partner,05/23/2020 12:00:00 AM,"NA,NA,NA,NA,NA,NA,8:30AM","NA,NA,NA,NA,NA,NA,1:30PM",U,32434,Greenwich Village,0.0482507428051,254.763922003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8:30AM,1:30PM
"MULTILINESTRING ((-73.99332178264547 40.73330377079626, -73.9927927904352 40.73392149633036))",Village Alliance,Manhattan,University Place,W 13th St,W 4th St,Full Block - Partner,05/23/2020 12:00:00 AM,"NA,NA,NA,NA,NA,NA,8:30AM","NA,NA,NA,NA,NA,NA,1:30PM",U,32781,Greenwich Village,0.0508704209765,268.595822748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8:30AM,1:30PM
"MULTILINESTRING ((-73.98981433101117 40.71893787420769, -73.98976883365685 40.71902622837804))",LES Partnership,Manhattan,Orchard St,Grand St,Delancey St,Full Block - Partner,07/03/2020 12:00:00 AM,"12:00PM,12:00PM,12:00PM,12:00PM,12:00PM,12:00PM,12:00PM","11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM,11:00PM",ALL,164283,Lower East Side,0.00654784436177,34.5726182549,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM
"MULTILINESTRING ((-73.98958258732713 40.73986497880227, -73.98938896202766 40.74059178892496))",Flatiron 23rd St Partnership,Manhattan,Broadway,E 21st St,E 23rd St,Full Block - Partner,05/07/2020 12:00:00 AM,"10:00AM,10:00AM,10:00AM,10:00AM,10:00AM,10:00AM,10:00AM","6:00PM,6:00PM,6:00PM,6:00PM,6:00PM,6:00PM,6:00PM",ALL,32982,Flatiron District,0.0511707280331,270.181444006,10:00AM,6:00PM,10:00AM,6:00PM,10:00AM,6:00PM,10:00AM,6:00PM,10:00AM,6:00PM,10:00AM,6:00PM,10:00AM,6:00PM
"MULTILINESTRING ((-73.98548819095579 40.75293517926998, -73.98708862625952 40.7536067147461))",Midtown,Manhattan,W 39th St,5th Ave,11th Ave,Protected Bike Lane,05/14/2020 12:00:00 AM,"12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM","12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM",ALL,34049,Garment District,0.0959157922615,506.435383147,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM
"MULTILINESTRING ((-73.94906517874378 40.79710049421786, -73.94878702827855 40.79748283848855))",Harlem,Manhattan,5th Ave,W 120th St,W 110th St,Protected Bike Lane,06/25/2020 12:00:00 AM,"12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM","12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM",ALL,37960,Harlem,0.0301463149856,159.172543095,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM
"MULTILINESTRING ((-73.96243962678554 40.761443299740485, -73.96106754442519 40.760858092514304))",Central Park,Manhattan,E 61st St,York Ave,5th Ave,Protected Bike Lane,06/25/2020 12:00:00 AM,"12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM","12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM",ALL,36392,Upper East Side,0.0825412162966,435.81762206,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM
"MULTILINESTRING ((-73.96342391408946 40.76185858706383, -73.96243962678554 40.761443299740485))",Central Park,Manhattan,E 61st St,York Ave,5th Ave,Protected Bike Lane,06/25/2020 12:00:00 AM,"12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM","12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM",ALL,36381,Upper East Side,0.0590600476258,311.837051483,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM
"MULTILINESTRING ((-73.94212011222143 40.797943797999956, -73.94051828039271 40.79726070115994))",Concrete Safaris/Harlem,Manhattan,E 115th Street,Park Ave,3rd Ave,Full Block - Partner,05/14/2020 12:00:00 AM,"2:00PM,2:00PM,2:00PM,2:00PM,2:00PM,NA,NA","5:30PM,5:30PM,5:30PM,5:30PM,5:30PM,NA,NA",MTWRF,68380,East Harlem,0.0963190074728,508.564359464,2:00PM,5:30PM,2:00PM,5:30PM,2:00PM,5:30PM,2:00PM,5:30PM,2:00PM,5:30PM,NA,NA,NA,NA
"MULTILINESTRING ((-73.97476319923148 40.74632518344608, -73.97466731985266 40.746451771646505))",Murray Hill,Manhattan,2nd Ave,E 42nd St,E 34th St,Protected Bike Lane,05/01/2020 12:00:00 AM,"12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM","12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM",ALL,184515,Midtown,0.0100804436054,53.2247422235,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM
"MULTILINESTRING ((-73.97493633183281 40.74607779609007, -73.97476319923148 40.74632518344608))",Murray Hill,Manhattan,2nd Ave,E 42nd St,E 34th St,Protected Bike Lane,05/01/2020 12:00:00 AM,"12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM","12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM",ALL,110956,Midtown,0.0193377036455,102.103075234,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM
"MULTILINESTRING ((-73.9704975053225 40.76484126673928, -73.96898699762507 40.76420414145102))",Central Park,Manhattan,E 61st St,York Ave,5th Ave,Protected Bike Lane,06/25/2020 12:00:00 AM,"12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM","12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM",ALL,165482,Upper East Side,0.0906256598477,478.503483957,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM
"MULTILINESTRING ((-73.9704975053225 40.76484126673928, -73.96898699762507 40.76420414145102))",Central Park,Manhattan,E 61st St,York Ave,5th Ave,Protected Bike Lane,06/25/2020 12:00:00 AM,"12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM","12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM",ALL,165482,Upper East Side,0.0906256598477,478.503483957,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM
"MULTILINESTRING ((-73.9704975053225 40.76484126673928, -73.96898699762507 40.76420414145102))",Central Park,Manhattan,E 61st St,York Ave,5th Ave,Protected Bike Lane,06/25/2020 12:00:00 AM,"12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM","12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM",ALL,165482,Upper East Side,0.0906256598477,478.503483957,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM
"MULTILINESTRING ((-74.01194691404453 40.707451531306106, -74.01170249911691 40.7077557130203))",Financial District,Manhattan,Broadway,Barclay St,Morris St,Protected Bike Lane,05/14/2020 12:00:00 AM,"12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM","12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM",ALL,23094,Financial District,0.0246019570327,129.898333132,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM
"MULTILINESTRING ((-74.01194691404453 40.707451531306106, -74.01170249911691 40.7077557130203))",Financial District,Manhattan,Broadway,Barclay St,Morris St,Protected Bike Lane,05/14/2020 12:00:00 AM,"12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM","12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM",ALL,23094,Financial District,0.0246019570327,129.898333132,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM
"MULTILINESTRING ((-74.01194691404453 40.707451531306106, -74.01170249911691 40.7077557130203))",Financial District,Manhattan,Broadway,Barclay St,Morris St,Protected Bike Lane,05/14/2020 12:00:00 AM,"12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM","12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM",ALL,23094,Financial District,0.0246019570327,129.898333132,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM
"MULTILINESTRING ((-74.00906264773062 40.710886703732875, -74.00860085405631 40.711392239600464))",Financial District,Manhattan,Broadway,Barclay St,Morris St,Protected Bike Lane,05/14/2020 12:00:00 AM,"12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM","12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM",ALL,23232,Civic Center,0.0424823108082,224.30660108,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM
"MULTILINESTRING ((-74.00906264773062 40.710886703732875, -74.00860085405631 40.711392239600464))",Financial District,Manhattan,Broadway,Barclay St,Morris St,Protected Bike Lane,05/14/2020 12:00:00 AM,"12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM","12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM",ALL,23232,Civic Center,0.0424823108082,224.30660108,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM
"MULTILINESTRING ((-74.00906264773062 40.710886703732875, -74.00860085405631 40.711392239600464))",Financial District,Manhattan,Broadway,Barclay St,Morris St,Protected Bike Lane,05/14/2020 12:00:00 AM,"12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM","12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM",ALL,23232,Civic Center,0.0424823108082,224.30660108,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM
"MULTILINESTRING ((-74.00906264773062 40.710886703732875, -74.00860085405631 40.711392239600464))",Financial District,Manhattan,Broadway,Barclay St,Morris St,Protected Bike Lane,05/14/2020 12:00:00 AM,"12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM","12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM",ALL,23232,Civic Center,0.0424823108082,224.30660108,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM
"MULTILINESTRING ((-73.9960631478488 40.730155261207464, -73.99556245459941 40.730715214539416))",Village Alliance,Manhattan,University Place,W 13th St,W 4th St,Full Block - Partner,05/23/2020 12:00:00 AM,"NA,NA,NA,NA,NA,NA,8:30AM","NA,NA,NA,NA,NA,NA,1:30PM",U,32593,Greenwich Village,0.0467294248722,246.73136335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8:30AM,1:30PM
"MULTILINESTRING ((-73.9960631478488 40.730155261207464, -73.99556245459941 40.730715214539416))",Village Alliance,Manhattan,University Place,W 13th St,W 4th St,Full Block - Partner,05/23/2020 12:00:00 AM,"NA,NA,NA,NA,NA,NA,8:30AM","NA,NA,NA,NA,NA,NA,1:30PM",U,32593,Greenwich Village,0.0467294248722,246.73136335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8:30AM,1:30PM
"MULTILINESTRING ((-73.99023340459979 40.71812408402333, -73.99071607838651 40.71826922349534))",LES Partnership,Manhattan,Broome St,Allen St,Ludlow St,Full Block - Partner,07/24/2020 12:00:00 AM,"12:00PM,12:00PM,12:00PM,12:00PM,12:00PM,12:00PM,12:00PM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,32674,Lower East Side,0.0272480624695,143.869769839,12:00PM,8:00PM,12:00PM,8:00PM,12:00PM,8:00PM,12:00PM,8:00PM,12:00PM,8:00PM,12:00PM,8:00PM,12:00PM,8:00PM
"MULTILINESTRING ((-73.98708862625952 40.7536067147461, -73.98686557845244 40.75431781870483))",Garment District,Manhattan,Broadway,W 36th St,W 41st St,Full Block - Partner,05/07/2020 12:00:00 AM,"9:00AM,9:00AM,9:00AM,9:00AM,9:00AM,9:00AM,9:00AM","5:00PM,5:00PM,5:00PM,5:00PM,5:00PM,5:00PM,5:00PM",ALL,33939,Garment District,0.0504443834176,266.346344463,9:00AM,5:00PM,9:00AM,5:00PM,9:00AM,5:00PM,9:00AM,5:00PM,9:00AM,5:00PM,9:00AM,5:00PM,9:00AM,5:00PM
"MULTILINESTRING ((-73.9950060161356 40.75613671442803, -73.99511286432568 40.7561757739925))",Midtown,Manhattan,W 38th St,5th Ave,11th Ave,Protected Bike Lane,05/14/2020 12:00:00 AM,"12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM","12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM",ALL,33694,Hudson Yards,0.00622063323311,32.8449434574,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM
"MULTILINESTRING ((-73.991632712988 40.75470680438004, -73.99446824752998 40.7559088622651))",Midtown,Manhattan,W 38th St,5th Ave,11th Ave,Protected Bike Lane,05/14/2020 12:00:00 AM,"12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM","12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM",ALL,33824,Garment District,0.170343628558,899.414358787,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM
"MULTILINESTRING ((-73.98915469832488 40.743029960455175, -73.98901110925699 40.74379564766942))",Flatiron Partnership,Manhattan,Broadway,W 25th St,W 28th St,Full Block - Partner,05/07/2020 12:00:00 AM,"10:00AM,10:00AM,10:00AM,10:00AM,10:00AM,10:00AM,10:00AM","6:00PM,6:00PM,6:00PM,6:00PM,6:00PM,6:00PM,6:00PM",ALL,33016,Flatiron District,0.0533688418565,281.787484992,10:00AM,6:00PM,10:00AM,6:00PM,10:00AM,6:00PM,10:00AM,6:00PM,10:00AM,6:00PM,10:00AM,6:00PM,10:00AM,6:00PM
"MULTILINESTRING ((-73.98911349126867 40.720307422508256, -73.98835358028357 40.72007727694044))",LES Partnership,Manhattan,Rivington St,Allen St,Ludlow Street,Full Block - Partner,05/07/2020 12:00:00 AM,"12:00PM,12:00PM,12:00PM,12:00PM,12:00PM,12:00PM,12:00PM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,32862,Lower East Side,0.0429393931504,226.71999587,12:00PM,8:00PM,12:00PM,8:00PM,12:00PM,8:00PM,12:00PM,8:00PM,12:00PM,8:00PM,12:00PM,8:00PM,12:00PM,8:00PM
"MULTILINESTRING ((-73.98835358028357 40.72007727694044, -73.98776860035491 40.7212343172085))",LES BID,Manhattan,Ludlow St,Rivington Street,Stanton Street,Full Block - Partner,05/07/2020 12:00:00 AM,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,32865,Lower East Side,0.0855411319649,451.657176758,8:00PM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM
"MULTILINESTRING ((-73.96199285416832 40.76207266888885, -73.96060027662996 40.761484853961925))",Central Park,Manhattan,E 62nd St,York Ave,5th Ave,Protected Bike Lane,06/25/2020 12:00:00 AM,"12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM","12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM",ALL,36395,Upper East Side,0.0835673150721,441.235423573,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM
"MULTILINESTRING ((-73.9726925196352 40.74915617123437, -73.97220372154372 40.74982300505741))",Murray Hill,Manhattan,2nd Ave,E 42nd St,E 34th St,Protected Bike Lane,05/01/2020 12:00:00 AM,"12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM","12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM",ALL,35942,Midtown,0.0526796182372,278.148384291,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM
"MULTILINESTRING ((-73.9726925196352 40.74915617123437, -73.97220372154372 40.74982300505741))",Murray Hill,Manhattan,2nd Ave,E 42nd St,E 34th St,Protected Bike Lane,05/01/2020 12:00:00 AM,"12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM","12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM",ALL,35942,Midtown,0.0526796182372,278.148384291,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM
"MULTILINESTRING ((-73.93174314778106 40.796987426868085, -73.93126733595246 40.7976405647631))",Uptown Grand Central,Manhattan,Pleasant Ave,E 118th St,E 120th St,Full Block - Partner,10/01/2020 12:00:00 AM,"NA,NA,NA,NA,4:00PM,10:00AM,12:00PM","NA,NA,NA,NA,9:00PM,9:00PM,8:00PM",FSU,68593,East Harlem,0.0515141228262,271.994568522,NA,NA,NA,NA,NA,NA,NA,NA,4:00PM,9:00PM,10:00AM,9:00PM,12:00PM,8:00PM
"MULTILINESTRING ((-73.96843136367572 40.76478792236506, -73.96832198585697 40.76474158854371))",Central Park,Manhattan,E 62nd St,York Ave,5th Ave,Protected Bike Lane,06/25/2020 12:00:00 AM,"12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM","12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM",ALL,165490,Upper East Side,0.00656896719862,34.684146868,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM
"MULTILINESTRING ((-73.98903403532243 40.72161633285402, -73.98852252175435 40.72146152142629))",LES Partnership,Manhattan,Stanton St,Allen St,Ludlow Street,Full Block - Partner,05/07/2020 12:00:00 AM,"12:00PM,12:00PM,12:00PM,12:00PM,12:00PM,12:00PM,12:00PM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,32880,Lower East Side,0.0289003151466,152.593663952,12:00PM,8:00PM,12:00PM,8:00PM,12:00PM,8:00PM,12:00PM,8:00PM,12:00PM,8:00PM,12:00PM,8:00PM,12:00PM,8:00PM
"MULTILINESTRING ((-73.99401944780294 40.75652767561519, -73.9949806244134 40.75694187280677))",Midtown,Manhattan,W 39th St,5th Ave,11th Ave,Protected Bike Lane,05/14/2020 12:00:00 AM,"12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM","12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM",ALL,164679,Garment District,0.0579688812854,306.075693174,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM
"MULTILINESTRING ((-73.97461899691184 40.74651796655701, -73.97458114765494 40.74656856617197))",Murray Hill,Manhattan,2nd Ave,E 42nd St,E 34th St,Protected Bike Lane,05/01/2020 12:00:00 AM,"12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM","12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM",ALL,165378,Midtown,0.00401693826153,21.2094340135,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM
"MULTILINESTRING ((-74.00947357924275 40.710412543088566, -74.00906264773062 40.710886703732875))",Financial District,Manhattan,Broadway,Barclay St,Morris St,Protected Bike Lane,05/14/2020 12:00:00 AM,"12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM","12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM",ALL,23230,Financial District,0.0391921401938,206.934500215,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM
"MULTILINESTRING ((-73.99910850782139 40.73162681822557, -73.99960360333522 40.73104325588602))",Village Alliance,Manhattan,MacDougal St,W 8th St,W 4th St,Full Block - Partner,05/23/2020 12:00:00 AM,"NA,NA,NA,NA,NA,NA,8:30AM","NA,NA,NA,NA,NA,NA,1:30PM",U,32410,Greenwich Village,0.0479249884108,253.043938813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8:30AM,1:30PM
"MULTILINESTRING ((-73.99910850782139 40.73162681822557, -73.99960360333522 40.73104325588602))",Village Alliance,Manhattan,MacDougal St,W 8th St,W 4th St,Full Block - Partner,05/23/2020 12:00:00 AM,"NA,NA,NA,NA,NA,NA,8:30AM","NA,NA,NA,NA,NA,NA,1:30PM",U,32410,Greenwich Village,0.0479249884108,253.043938813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8:30AM,1:30PM
"MULTILINESTRING ((-73.99827747025708 40.732611910593334, -73.99798670785464 40.73294598586271))",Village Alliance,Manhattan,MacDougal St,W 8th St,W 4th St,Full Block - Partner,05/23/2020 12:00:00 AM,"NA,NA,NA,NA,NA,NA,8:30AM","NA,NA,NA,NA,NA,NA,1:30PM",U,32439,Greenwich Village,0.0276463070348,145.972501127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8:30AM,1:30PM
"MULTILINESTRING ((-73.99577488192197 40.75645451533854, -73.99729876514785 40.75710704086371))",Midtown,Manhattan,W 38th St,5th Ave,11th Ave,Protected Bike Lane,05/14/2020 12:00:00 AM,"12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM","12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM",ALL,33681,Hudson Yards,0.0917647633228,484.517950357,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM
"MULTILINESTRING ((-73.99541139869022 40.757118885105, -73.996852449384 40.757732708947074))",Midtown,Manhattan,W 39th St,5th Ave,11th Ave,Protected Bike Lane,05/14/2020 12:00:00 AM,"12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM","12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM",ALL,33724,Hudson Yards,0.0866669034457,457.601250199,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,8:00PM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM
